categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_condicionado;combustivel;consumo_cidade;consumo_estrada;consumo_cidade_2;consumo_estrada_2;consumo_eletrico_cidade;consumo_eletrico_estrada;consumo_vehp_flex_cidade;consumo_vehp_flex_estrada;consumo_energetico_mj_km;autonomia_eletrica_km;classificacao_pbe;classificacao_geral;selo_conpet
Comercial;FIAT;DUCATO;MB COMFORT;2.2T-16V;Combustão;M-6;S;D;;;10,4;10,5;;;;;2,57;;C;D;-
Comercial;FIAT;DUCATO;MB LUXO 16;2.2T-16V;Combustão;M-6;S;D;;;10,4;10,5;;;;;2,57;;C;D;-
Comercial;FIAT;DUCATO;L3H2AMB;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;FIAT;DUCATO;MXCARGO13M;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;FIAT;DUCATO;FURGAO 13M;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;FIAT;DUCATO;MULTI 13M;2.2T-16V;Combustão;M-6;S;D;;;11;10,6;;;;;2,47;;B;D;-
Comercial;FIAT;FIORINO;ENDURANCE;1.3-8V;Combustão;M-5;S;F;8,7;9,6;12,4;13,6;;;;;1,65;;A;C;-
Comercial;FIAT;SCUDO;MULTI TD;2.2T-16V;Combustão;M-6;S;D;;;12,4;13,7;;;;;2,05;;A;C;-
Comercial;FIAT;SCUDO;CARGO TD;2.2T-16V;Combustão;M-6;S;D;;;12,4;13,7;;;;;2,05;;A;C;-
Comercial;FORD;E-Transit;F35MMAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;E-Transit;F35MAAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;E-Transit;F35LMAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;E-Transit;F35LAAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;E-Transit;F35EAAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;E-Transit;C35LBAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;E-Transit;C35EBAB;Elétrico;Elétrico;A-1;S;E;;;;;23,9;16,5;;;1,02;203;A;B;-
Comercial;FORD;Transit;F35LAMA;2.0 - 16V;Combustão;M-6;S;D;;;9,8;9,7;;;;;2,75;;C;E;-
Comercial;FORD;Transit;F35MMMA;2.0 - 16V;Combustão;M-6;S;D;;;9,8;9,7;;;;;2,75;;C;E;-
Comercial;FORD;Transit;F35MAMA;2.0 - 16V;Combustão;M-6;S;D;;;9,8;9,7;;;;;2,75;;C;E;-
Comercial;FORD;Transit;F38LAMA;2.0 - 16V;Combustão;M-6;S;D;;;9,8;9,7;;;;;2,75;;C;E;-
Comercial;FOTON;EVIEW;GRAND53;Elétrico;Elétrico;A-1;S;E;;;;;27,3;22,1;;;0,82;162;A;A;-
Comercial;FOTON;EVIEW CONNECT;50S;Elétrico;Elétrico;A-1;S;E;;;;;32,2;26,3;;;0,69;202;A;A;-
Comercial;FOTON;EVIEW;GRAND77;Elétrico;Elétrico;A-1;S;E;;;;;20,2;20,5;;;1;187;A;B;-
Comercial;FOTON;ETOANO;PRO H;Elétrico;Elétrico;A-1;S;E;;;;;20,6;18,1;;;1,05;179;A;B;-
Comercial;FOTON;ETOANO;PRO M;Elétrico;Elétrico;A-1;S;E;;;;;23,5;17,6;;;1;198;A;B;-
Comercial;FOTON;WONDER;CS;1.6-16V;Combustão;M-5;S;G;;;9;9,6;;;;;2,38;;B;D;-
Comercial;FOTON;WONDER;CHASSI;1.6-16V;Combustão;M-5;S;G;;;9;9,6;;;;;2,38;;B;D;-
Comercial;JAC;EJV5.5;CARGO;Elétrico;Elétrico;A-1;S;E;;;;;38;27,4;;;0,63;260;A;A;-
Comercial;KIA;BONGO K2500 4X4 SC;HD SC 4WD;2.5 - 16V;Combustão;M-6;S;D;;;8,6;8,1;;;;;3,24;;E;E;-
Comercial;KIA;BONGO K2500 4X4 SC;HDDL 4WD;2.5 - 16V;Combustão;M-6;S;D;;;8,6;8,1;;;;;3,24;;E;E;-
Comercial;Mercedes-Benz;320 E SPRINTER;Furgão;Elétrico;Elétrico;A-1;S;E;;;;;21,1;16,3;;;1,09;206;A;B;-
Comercial;Mercedes-Benz;320 E SPRINTER;Chassi;Elétrico;Elétrico;A-1;S;E;;;;;21,1;16,3;;;1,09;206;A;B;-
Comercial;Mercedes-Benz;315CDI STREET;Furgão;2.0-16V;Combustão;M-6;S;D;;;9,6;10,4;;;;;2,72;;C;E;-
Comercial;Mercedes-Benz;315CDI STREET;Chassi;2.0-16V;Combustão;M-6;S;D;;;9,6;10,4;;;;;2,72;;C;E;-
Comercial;PEUGEOT;BOXER;16L LUXO;2.2T-16V;Combustão;M-6;S;D;;;10,4;10,5;;;;;2,57;;C;D;-
Comercial;PEUGEOT;BOXER;COMFORT;2.2T-16V;Combustão;M-6;S;D;;;10,4;10,5;;;;;2,57;;C;D;-
Comercial;PEUGEOT;BOXER;CARGO PK;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;PEUGEOT;BOXER;VIDRADA;2.2T-16V;Combustão;M-6;S;D;;;11;10,6;;;;;2,47;;B;D;-
Comercial;PEUGEOT;BOXER;FURGAOPK;2.2T-16V;Combustão;M-6;S;D;;;10,8;10,4;;;;;2,52;;B;D;-
Comercial;PEUGEOT;E-EXPERT;CARGO;ELÉTRICO;Elétrico;A-1;S;E;;;;;28,1;26,1;;;0,75;258;A;A;-
Comercial;PEUGEOT;EXPERT;CARGO;2.2T-16V;Combustão;M-6;S;D;;;12,4;13,7;;;;;2,05;;A;C;-
Comercial;PEUGEOT;EXPERT;VITRE;2.2T-16V;Combustão;M-6;S;D;;;12,4;13,7;;;;;2,05;;A;C;-
Comercial;PEUGEOT;PARTRAPID;BUSIPK;1.3-8V;Combustão;M-5;S;F;8,7;9,6;12,4;13,6;;;;;1,65;;A;C;-
Comercial;Renault;MASTER FURGÃO;FURGÃO L1;2.3-16V;Combustão;M-6;S;D;;;10,1;10,3;;;;;2,63;;C;D;-
Comercial;Renault;MASTER FURGÃO;FURGÃO L2;2.3-16V;Combustão;M-6;S;D;;;10,1;10,3;;;;;2,63;;C;D;-
Comercial;Renault;MASTER FURGÃO;FURGÃO L3;2.3-16V;Combustão;M-6;S;D;;;10,1;10,3;;;;;2,63;;C;D;-
Comercial;Renault;MASTER FURGÃO;FURGÃOL1R;2.3-16V;Combustão;M-6;S;D;;;10,1;10,3;;;;;2,63;;C;D;-
Comercial;Renault;MASTER FURGÃO;FURGÃOL2R;2.3-16V;Combustão;M-6;S;D;;;10,1;10,3;;;;;2,63;;C;D;-
Comercial;Renault;MASTER FURGÃO;FURGÃOL3R;2.3-16V;Combustão;M-6;S;D;;;10,1;10,3;;;;;2,63;;C;D;-
Comercial;Renault;MASTER FUGÃO PRÓ;PRÓ L1;2.3-16V;Combustão;M-6;S;D;;;10,1;9,6;;;;;2,72;;C;E;-
Comercial;Renault;MASTER FUGÃO PRÓ;PRÓ L2;2.3-16V;Combustão;M-6;S;D;;;10,1;9,6;;;;;2,72;;C;E;-
Comercial;Renault;MASTER FUGÃO PRÓ;PRÓ L3;2.3-16V;Combustão;M-6;S;D;;;10,1;9,6;;;;;2,72;;C;E;-
Comercial;Renault;MASTER FUGÃO PRÓ;VITPRO3AC;2.3-16V;Combustão;M-6;S;D;;;10,1;9,6;;;;;2,72;;C;E;-
Comercial;Renault;MASTER FUGÃO PRÓ;VITPROL3R;2.3-16V;Combustão;M-6;S;D;;;10,1;9,6;;;;;2,72;;C;E;-
Comercial;Renault;MASTER BUS;MINIBUSL3;2.3-16V;Combustão;M-6;S;D;;;9,4;9,3;;;;;2,88;;D;E;-
Comercial;Renault;MASTER CHASSIS CABINE;CHASSICAB;2.3-16V;Combustão;M-6;S;D;;;10,2;9,7;;;;;2,69;;C;E;-
Comercial;Renault;KANGOO;ADV16;1.6-16V;Combustão;M-5;S;F;7,6;8,1;11;11,7;;;;;1,93;;A;C;-
Comercial;Renault;KANGOO;EX PRO;1.6-16V;Combustão;M-5;S;F;7,6;8,1;11;11,7;;;;;1,93;;A;C;-
Comercial;Renault;KANGOO;SRT16;1.6-16V;Combustão;M-5;S;F;7,6;8,1;11;11,7;;;;;1,93;;A;C;-
Comercial;Renault;KANGOO;ETECHL2;Elétrico;Elétrico;A;S;E;;;;;37,5;30,3;;;0,6;210;A;A;-
Comercial;Renault;E-KWID;CARGO;Elétrico;Elétrico;A;S;E;;;;;52,7;39,6;;;0,44;185;A;A;-
Comercial;TOYOTA;HIACE;MINIBUS AT DX;2.8-16V;Combustão;A-6;S;D;;;8,5;9,8;;;;;3;;E;E;-
Comercial;TOYOTA;HIACE;HIACE CARGO AT DX;2.8-16V;Combustão;A-6;S;D;;;8,8;10,2;;;;;2,88;;D;E;-
Picape Compacta;CHEVROLET;MONTANA;MT;1.2T - 12V;Combustão;M-6;S;F;8,4;9,7;12,3;13,7;;;;;1,66;;B;C;-
Picape Compacta;CHEVROLET;MONTANA;LT;1.2T - 12V;Combustão;M-6;S;F;8,4;9,7;12,3;13,7;;;;;1,66;;B;C;-
Picape Compacta;CHEVROLET;MONTANA;LTZ;1.2T - 12V;Combustão;A-6;S;F;7,5;9,7;11;13,5;;;;;1,8;;D;C;-
Picape Compacta;CHEVROLET;MONTANA;PREMIER;1.2T - 12V;Combustão;A-6;S;F;7,5;9,7;11;13,5;;;;;1,8;;D;C;-
Picape Compacta;CHEVROLET;MONTANA;RS;1.2T - 12V;Combustão;A-6;S;F;7,5;9,7;11;13,5;;;;;1,8;;D;C;-
Picape Compacta;FIAT;STRADA;ENDURAN CS13;1.3-8V;Combustão;M-5;S;F;9,1;10,1;13;14,7;;;;;1,56;;A;C;-
Picape Compacta;FIAT;STRADA;FREEDOM CS13;1.3-8V;Combustão;M-5;S;F;9,1;10,1;13;14,7;;;;;1,56;;A;C;-
Picape Compacta;FIAT;STRADA;FREEDOM CD13;1.3-8V;Combustão;M-5;S;F;8,9;10,1;12,8;14,4;;;;;1,59;;A;C;-
Picape Compacta;FIAT;STRADA;VOLCANO CD13;1.3-8V;Combustão;M-5;S;F;8,9;9,8;12,4;13,9;;;;;1,63;;B;C;-
Picape Compacta;FIAT;STRADA;VOLCANO 13AT;1.3-8V;Combustão;CVT-7;S;F;8,9;9,7;12,6;13,5;;;;;1,63;;B;C;-
Picape Compacta;FIAT;STRADA;ULTRA T200AT;1.0T-12V;Combustão;CVT-7;S;F;8,3;9,2;11,9;13,1;;;;;1,73;;C;C;-
Picape Compacta;FIAT;STRADA;RANCH T200AT;1.0T-12V;Combustão;CVT-7;S;F;8,3;9,2;11,9;13,1;;;;;1,73;;C;C;-
Picape Compacta;Renault;OROCH;Intense16M;1.6-16V;Combustão;M-6;S;F;7,6;8,1;11,3;11,7;;;;;1,91;;E;C;-
Picape Compacta;Renault;OROCH;PRO 16;1.6-16V;Combustão;M-6;S;F;7,6;8,1;11,3;11,7;;;;;1,91;;E;C;-
Picape Compacta;VW;SAVEIRO;SAVEIRO CABINE SIMPLES;1.6-16V;Combustão;M - 5;S;F;;;;;;;;;1,83;;E;C;-
Picape;BYD;SHARK;GS DM;1.5-16V;Plug-in;A-1;S;G;;;8,7;8,5;24,3;20,3;;;0,91;68;A;A;SIM
Picape;BYD;SHARK;GL DM;1.5-16V;Plug-in;A-1;S;G;;;8,7;8,5;24,3;20,3;;;0,91;68;A;A;SIM
Picape;BYD;SHARK;GS DM;1.5-16V;Plug-in;A-1;S;G;;;8,7;8,5;24,3;20,3;;;0,91;68;A;A;SIM
Picape;BYD;SHARK;GL DM;1.5-16V;Plug-in;A-1;S;G;;;8,7;8,5;24,3;20,3;;;0,91;68;A;A;SIM
Picape;CHEVROLET;S10;Z71 Cabine Dupla;2.8 - 16V;Combustão;A-8;S;D;;;8,4;11,1;;;;;2,87;;E;E;-
Picape;CHEVROLET;S10;HC DD4A;2.8 - 16V;Combustão;A-8;S;D;;;8,8;11,9;;;;;2,73;;D;E;-
Picape;CHEVROLET;S10;LTZ DD4A;2.8 - 16V;Combustão;A-8;S;D;;;8,8;11,9;;;;;2,73;;D;E;-
Picape;CHEVROLET;S10;WT DD4A;2.8 - 16V;Combustão;A-8;S;D;;;8,8;11,9;;;;;2,73;;D;E;-
Picape;CHEVROLET;S10;LTZ DD4A;2.8 - 16V;Combustão;A-8;S;D;;;8,8;11,9;;;;;2,73;;D;E;-
Picape;CHEVROLET;S10;WT DS4;2.8 - 16V;Combustão;M-6;S;D;;;10,2;11,4;;;;;2,5;;B;D;-
Picape;CHEVROLET;S10;WT DS4C;2.8 - 16V;Combustão;M-6;S;D;;;10,2;11,4;;;;;2,5;;B;D;-
Picape;CHEVROLET;S10;WT DD4;2.8 - 16V;Combustão;M-6;S;D;;;10,2;11,4;;;;;2,52;;C;D;-
Picape;CHEVROLET;S10;Z71;2.8 - 16V;Combustão;A-8;S;D;;;8,4;11,1;;;;;2,87;;E;E;-
Picape;CHEVROLET;SILVERADO;HIGH COUNTRY;5.3 V8;Combustão;A-10;S;G;;;6;7,2;;;;;3,48;;E;E;-
Picape;FIAT;TITANO;ENDURANCE;2.2T-16V;Combustão;M-6;S;D;;;10,5;10,5;;;;;2,55;;C;D;-
Picape;FIAT;TITANO;VOLCANO;2.2T-16V;Combustão;A-8;S;D;;;9,9;10,8;;;;;2,62;;C;D;-
Picape;FIAT;TITANO;RANCH;2.2T-16V;Combustão;A-8;S;D;;;9,9;10,8;;;;;2,62;;C;D;-
Picape;FIAT;TORO;ENDUR T270 AT;1.3T-16V;Combustão;A-6;S;F;6,8;7,9;9,8;11,2;;;;;2,1;;A;D;-
Picape;FIAT;TORO;FREED T270 AT;1.3T-16V;Combustão;A-6;S;F;6,5;7,8;9,4;10,8;;;;;2,19;;A;D;-
Picape;FIAT;TORO;VOLC T270 AT;1.3T-16V;Combustão;A-6;S;F;6,5;7,8;9,4;10,8;;;;;2,19;;A;D;-
Picape;FIAT;TORO;ULTRA T270 AT;1.3T-16V;Combustão;A-6;S;F;6,5;7,8;9,4;10,8;;;;;2,19;;A;D;-
Picape;FIAT;TORO;RANCH TD450 AT;2.2T-16V;Combustão;A-9;S;D;;;10,5;13,6;;;;;2,29;;A;D;-
Picape;FIAT;TORO;VOLC TD450 AT;2.2T-16V;Combustão;A-9;S;D;;;10,5;13,6;;;;;2,29;;A;D;-
Picape;FIAT;TORO;FREED TD450 AT;2.2T-16V;Combustão;A-9;S;D;;;10,3;13,1;;;;;2,36;;B;D;-
Picape;FIAT;TORO;VOLC T270 HYB;1.3T-16V;Híbrido;A-6;S;F;7,3;7,6;10,5;10,7;;;;;2,05;;A;C;-
Picape;FIAT;TORO;ULTRA T270 HYB;1.3T-16V;Híbrido;A-6;S;F;7,3;7,6;10,5;10,7;;;;;2,05;;A;C;-
Picape;FORD;Nova Ranger 4x2;Black;2.0 - 16V;Combustão;A-6;S;D;;;10,2;12,1;;;;;2,45;;B;D;-
Picape;FORD;Nova Ranger 4x4;XL;2.0 - 16V;Combustão;M-6;S;D;;;10,3;11,2;;;;;2,5;;B;D;-
Picape;FORD;Nova Ranger 4x4;XLS;2.0 - 16V;Combustão;M-6;S;D;;;10,3;11,2;;;;;2,5;;B;D;-
Picape;FORD;Nova Ranger 4x4;XLS;2.0 - 16V;Combustão;A-6;S;D;;;9,9;11,6;;;;;2,54;;C;D;-
Picape;FORD;Nova Ranger 4x4;LTD;3.0 V6 - 24V;Combustão;A-10;S;D;;;8,3;10,1;;;;;3,02;;E;E;-
Picape;FORD;Nova Ranger 4x4;XLS;3.0 V6 - 24V;Combustão;A-10;S;D;;;8,6;10,1;;;;;2,93;;E;E;-
Picape;FORD;Nova Ranger 4x4;XLT;3.0 V6 - 24V;Combustão;A-10;S;D;;;8,6;10,1;;;;;2,93;;E;E;-
Picape;FORD;Nova Ranger 4x4;LTD+;3.0 V6 - 24V;Combustão;A-10;S;D;;;8,6;10,1;;;;;2,93;;E;E;-
Picape;FORD;Nova Ranger 4x4;Cabine Simples;2.0 - 16V;Combustão;M-6;S;D;;;10,3;11,2;;;;;2,5;;B;D;-
Picape;FORD;Nova Ranger 4x4;Chassis;2.0 - 16V;Combustão;M-6;S;D;;;10,3;11,2;;;;;2,5;;B;D;-
Picape;FORD;Nova Ranger 4x4;Cabine Simples;2.0 - 16V;Combustão;A-6;S;D;;;9,2;11,1;;;;;2,71;;D;E;-
Picape;FORD;Nova Ranger 4x4;Chassis;2.0 - 16V;Combustão;A-6;S;D;;;9,2;11,1;;;;;2,71;;D;E;-
Picape;FORD;Nova Ranger 4x4;XL;2.0 - 16V;Combustão;A-6;S;D;;;9,2;11,1;;;;;2,71;;D;E;-
Picape;FORD;Maverick;Lariat Hybrid;2.5 - 16V;Híbrido;eCVT;S;G;;;15,4;13,5;;;;;1,46;;A;B;SIM
Picape;FORD;Maverick;Lariat Black;2.0 - 16V;Combustão;A-8;S;G;;;8,5;11,4;;;;;2,3;;B;D;-
Picape;FORD;Nova F150;Tremor;5.0 - 32V;Combustão;A-10;S;G;;;6;7,5;;;;;3,39;;E;E;-
Picape;FORD;Nova F150;Lariat Black;5.0 - 32V;Combustão;A-10;S;G;;;6,5;8,5;;;;;3,08;;E;E;-
Picape;FORD;Nova F150;Lariat Chrome;5.0 - 32V;Combustão;A-10;S;G;;;6,5;8,5;;;;;3,08;;E;E;-
Picape;FOTON;TUNLAND;V7;2.0-16V;Híbrido;A-8;S;D;;;8,7;9,9;;;;;2,95;;E;E;-
Picape;FOTON;TUNLAND;V9;2.0-16V;Híbrido;A-8;S;D;;;8,7;9,9;;;;;2,95;;E;E;-
Picape;GWM;POER P30;EXC;2.4 - 16V;Combustão;A-9;S;D;;;9,4;10,4;;;;;2,75;;D;E;-
Picape;GWM;POER P30;TRL;2.4 - 16V;Combustão;A-9;S;D;;;9,4;10,4;;;;;2,75;;D;E;-
Picape;GWM;POER P30;EXC (MY27);2.4-16V;Combustão;A-9;S;D;;;9,4;10,4;;;;;2,75;;D;E;-
Picape;GWM;POER P30;TRL (MY27);2.4-16V;Combustão;A-9;S;D;;;9,4;10,4;;;;;2,75;;D;E;-
Picape;GWM;POER P30;PRO (MY27);2.4-16V;Combustão;A-9;S;D;;;9,4;10,4;;;;;2,75;;D;E;-
Picape;GWM;POER P30;PRO;2.4-16V;Combustão;A-9;S;D;;;9,4;10,4;;;;;2,75;;D;E;-
Picape;JAC;IEV330P;IEV330;Elétrico;Elétrico;A-1;S;E;;;;;29,2;25,1;;;0,75;226;A;A;-
Picape;JAC;HUNTER;HUNTER AT;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER 4WORK;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER HD 4X4 AT C;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER HD 4X4 AT;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER HDX 4X4 AT;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER HD AT;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER HW AT;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JAC;HUNTER;HUNTER HW 4X4 AT;2.0-16V;Combustão;A-8;S;D;;;9;10,2;;;;;2,84;;D;E;-
Picape;JEEP;GLADIATOR;RUBICON;3.6-24V;Combustão;A-8;S;G;;;6,3;7,1;;;;;3,38;;E;E;-
Picape;KIA;TASMAN;BASIC;2.2 - 16V;Combustão;A-8;S;D;;;9,5;10,9;;;;;2,67;;C;E;-
Picape;KIA;TASMAN;X-LINE;2.2 - 16V;Combustão;A-8;S;D;;;9,5;10,9;;;;;2,67;;C;E;-
Picape;Mitsubishi;Triton;GL AT2;2.4-16V;Combustão;AT;S;D;;;10,2;12,3;;;;;2,43;;B;D;-
Picape;Mitsubishi;Triton;GLS AT2;2.4-16V;Combustão;AT;S;D;;;10,2;12,3;;;;;2,43;;B;D;-
Picape;Mitsubishi;Triton;GL MT4;2.4-16V;Combustão;MT;S;D;;;10,8;12,2;;;;;2,34;;B;D;-
Picape;Mitsubishi;Triton;GL AT4;2.4-16V;Combustão;AT;S;D;;;9,5;11,7;;;;;2,6;;C;D;-
Picape;Mitsubishi;Triton;GLS AT4;2.4-16V;Combustão;AT;S;D;;;9,5;11,7;;;;;2,6;;C;D;-
Picape;Mitsubishi;Triton;HPE AT4;2.4-16V;Combustão;AT;S;D;;;9,5;11,7;;;;;2,6;;C;D;-
Picape;Mitsubishi;Triton;HPE-S AT4;2.4-16V;Combustão;AT;S;D;;;9,5;11,7;;;;;2,6;;C;D;-
Picape;Mitsubishi;Triton;KATANA AT4;2.4-16V;Combustão;AT;S;D;;;9,5;11,7;;;;;2,6;;C;D;-
Picape;RAM;1500;BIG HORN (CY26);3.0T-24V;Combustão;A-8;S;G;;;6,1;7,2;;;;;3,45;;E;E;-
Picape;RAM;1500;LARAMIE;3.0T-24V;Combustão;A-8;S;G;;;6;7;;;;;3,5;;E;E;-
Picape;RAM;1500;LARAMIE (CY26);3.0T-24V;Combustão;A-8;S;G;;;6,1;7,2;;;;;3,45;;E;E;-
Picape;RAM;1500;REBEL;3.0T-24V;Combustão;A-8;S;G;;;6;7;;;;;3,5;;E;E;-
Picape;RAM;1500;LARAMIE NE;3.0T-24V;Combustão;A-8;S;G;;;6;7;;;;;3,5;;E;E;-
Picape;RAM;1500;LARAMIE NE (CY26);3.0T-24V;Combustão;A-8;S;G;;;6,1;7,2;;;;;3,45;;E;E;-
Picape;RAM;RAMPAGE;LARAMIE DS;2.2T-16V;Combustão;A-9;S;D;;;10,6;13,3;;;;;2,3;;B;D;-
Picape;RAM;RAMPAGE;BIGHORN DS;2.2T-16V;Combustão;A-9;S;D;;;10,6;13,3;;;;;2,3;;B;D;-
Picape;RAM;RAMPAGE;LARAMIE FLEX;2.0T-16V;Combustão;A-9;S;F;5,7;7;8,2;10;;;;;2,48;;B;D;-
Picape;RAM;RAMPAGE;LARAMIE GAS;2.0T-16V;Combustão;A-9;S;G;;;8,2;9,8;;;;;2,51;;C;D;-
Picape;RAM;RAMPAGE;REBEL AT GAS;2.0T-16V;Combustão;A-9;S;G;;;8,2;9,8;;;;;2,51;;C;D;-
Picape;RAM;RAMPAGE;REBEL DS;2.2T-16V;Combustão;A-9;S;D;;;10,6;13,3;;;;;2,3;;B;D;-
Picape;RAM;RAMPAGE;REBEL FLEX;2.0T-16V;Combustão;A-9;S;F;5,7;7;8,2;10;;;;;2,48;;B;D;-
Picape;RAM;RAMPAGE;RT FLEX;2.0T-16V;Combustão;A-9;S;F;5,3;6,7;7,7;9,7;;;;;2,62;;C;D;-
Picape;RAM;RAMPAGE;RT GAS;2.0T-16V;Combustão;A-9;S;G;;;7,7;9,9;;;;;2,61;;C;D;-
Picape;RAM;DAKOTA;BIGHORN;2.2T-16V;Combustão;A-8;S;D;;;9,6;10,8;;;;;2,66;;C;E;-
Picape;RAM;DAKOTA;LARAMIE;2.2T-16V;Combustão;A-8;S;D;;;9,7;10,8;;;;;2,66;;C;E;-
Picape;RAM;DAKOTA;WARLOCK;2.2T-16V;Combustão;A-8;S;D;;;9,7;10,8;;;;;2,66;;C;E;-
Picape;RAM;DAKOTA;LARAMIE NE;2.2T-16V;Combustão;A-8;S;D;;;9,7;10,8;;;;;2,66;;C;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 MT;CHASSI MT;2.8-16V;Combustão;M-6;S;D;;;9,3;10,6;;;;;2,74;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 MT;CABINE SIMPLES MT;2.8-16V;Combustão;M-6;S;D;;;9,3;10,6;;;;;2,74;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 MT;POWER PACK MT;2.8-16V;Combustão;M-6;S;D;;;9,7;11,2;;;;;2,62;;C;D;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;CHASSI AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;CABINE SIMPLES AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;POWER PACK AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;SR AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;SRV AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;SRX AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;TOYOTA;HILUX DIESEL 4X4 AT;SRX PLUS AT;2.8-16V;Combustão;A-6;S;D;;;9,3;10;;;;;2,82;;D;E;-
Picape;VW;AMAROK;V6 COMFORT (MY26);3.0 - 24V;Combustão;A - 8;S;D;;;8,1;9,4;;;;;3,14;;E;E;-
Picape;VW;AMAROK;V6 HIGH (MY26);3.0 - 24V;Combustão;A - 8;S;D;;;8,1;9,4;;;;;3,14;;E;E;-
Picape;VW;AMAROK;V6 EXTREME (MY26);3.0 - 24V;Combustão;A - 8;S;D;;;8,1;9,4;;;;;3,14;;E;E;-
Esportivo;BMW;M3;Competition;3.0 - 24V;Combustão;A-8;S;G;;;7;9,3;;;;;2,84;;E;E;-
Esportivo;BMW;M3;COMP TRACK;3.0 - 24V;Combustão;A-8;S;G;;;7;9,3;;;;;2,84;;E;E;-
Esportivo;BMW;M2;Coupe;3.0 - 24V;Combustão;A-8;S;G;;;7,2;9,3;;;;;2,79;;E;E;-
Esportivo;BMW;M2;Coupe Track;3.0 - 24V;Combustão;A-8;S;G;;;7,2;9,3;;;;;2,79;;E;E;-
Esportivo;BMW;M4;Competition;3.0 - 24V;Combustão;A-8;S;G;;;7,4;10;;;;;2,67;;E;E;-
Esportivo;BMW;M4;COMP TRACK;3.0 - 24V;Combustão;A-8;S;G;;;7,4;10;;;;;2,67;;E;E;-
Esportivo;BMW;M2;CUP;3.0 - 24V;Combustão;A-8;S;G;;;7,2;9,3;;;;;2,79;;E;E;-
Esportivo;BMW;M2;CUP;3.0 - 24V;Combustão;A-8;S;G;;;7,2;9,3;;;;;2,79;;E;E;-
Esportivo;FERRARI;296;GTB;3.0-24V;Plug-in;DCT-8;S;G;;;6,3;8,4;8,9;11,9;;;2,02;10;D;C;-
Esportivo;FERRARI;PUROSANGUE;--;6.5-48V;Combustão;DCT-8;S;G;;;4,1;5,6;;;;;4,88;;E;E;-
Esportivo;FERRARI;12CILINDRI;--;6.5-48V;Combustão;DCT-8;S;G;;;4,8;6,7;;;;;4,14;;E;E;-
Esportivo;FERRARI;12CILINDRI;SPI;6.5-48V;Combustão;DCT-8;S;G;;;4,6;6,4;;;;;4,28;;E;E;-
