categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_condicionado;combustivel;consumo_cidade;consumo_estrada;consumo_cidade_2;consumo_estrada_2;consumo_eletrico_cidade;consumo_eletrico_estrada;consumo_vehp_flex_cidade;consumo_vehp_flex_estrada;consumo_energetico_mj_km;autonomia_eletrica_km;classificacao_pbe;classificacao_geral;selo_conpet
Utilitário Esportivo Compacto;CHEVROLET;SONIC;10T AT RS;1.0T - 12V;Combustão;A-6;S;F;8,4;10,4;12,1;14,8;;;;;1,63;;A;C;-
Utilitário Esportivo Compacto;CITROEN;BASALT;FEEL 1.0;1.0-6V;Combustão;M-5;S;F;9,2;10,1;13,2;14,3;;;;;1,56;;A;C;-
Utilitário Esportivo Compacto;CITROEN;BASALT;LIVE 1.0;1.0-6V;Combustão;M-5;S;F;9,2;10,1;13,2;14,3;;;;;1,56;;A;C;-
Utilitário Esportivo Compacto;CITROEN;BASALT;SHINE T200;1.0T-12V;Combustão;CVT-7;S;F;8,4;9,6;12,1;13,7;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;CITROEN;BASALT;FL PKT200;1.0T-12V;Combustão;CVT-7;S;F;8,4;9,6;12,1;13,7;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;CITROEN;BASALT;T200 DARK;1.0T-12V;Combustão;CVT-7;S;F;8,4;9,6;12,1;13,7;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;CITROEN;C3;FEEL 1.0;1.0-6V;Combustão;M-5;S;F;9,3;10,3;13,2;14,5;;;;;1,54;;A;C;-
Utilitário Esportivo Compacto;CITROEN;C3;FEEL PLUS 1.0;1.0-6V;Combustão;M-5;S;F;9,5;10,4;13,4;14,6;;;;;1,51;;A;B;SIM
Utilitário Esportivo Compacto;CITROEN;C3;LIVE 1.0;1.0-6V;Combustão;M-5;S;F;9,3;10,3;13,2;14,5;;;;;1,54;;A;C;-
Utilitário Esportivo Compacto;CITROEN;C3;LIVE GO 1.0;1.0-6V;Combustão;M-5;S;F;9,5;10,4;13,4;14,6;;;;;1,51;;A;B;SIM
Utilitário Esportivo Compacto;CITROEN;C3;LIVE PK 1.0;1.0-6V;Combustão;M-5;S;F;9,3;10,3;13,2;14,5;;;;;1,54;;A;C;-
Utilitário Esportivo Compacto;CITROEN;C3;LIVE PLUS 1.0;1.0-6V;Combustão;M-5;S;F;9,5;10,4;13,4;14,6;;;;;1,51;;A;B;SIM
Utilitário Esportivo Compacto;CITROEN;C3;XTR 1.0;1.0-6V;Combustão;M-5;S;F;9,5;10,3;13;14,2;;;;;1,55;;A;C;-
Utilitário Esportivo Compacto;CITROEN;C3;YOU 1.0T CVT;1.0T-12V;Combustão;CVT-7;S;F;8,1;8,9;11,5;12,9;;;;;1,78;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;XTR 7;1.0T-12V;Combustão;CVT-7;S;F;7,6;8,9;11;12,6;;;;;1,86;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;XTR;1.0T-12V;Combustão;CVT-7;S;F;7,6;8,9;11;12,6;;;;;1,86;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;FL;1.0T-12V;Combustão;CVT-7;S;F;7,9;9,1;11,2;13;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;7 FL;1.0T-12V;Combustão;CVT-7;S;F;7,9;9,1;11,2;13;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;FL PK;1.0T-12V;Combustão;CVT-7;S;F;7,9;9,1;11,2;13;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;7 FL PK;1.0T-12V;Combustão;CVT-7;S;F;7,9;9,1;11,2;13;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;SH;1.0T-12V;Combustão;CVT-7;S;F;7,9;9,1;11,2;13;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;7 SH;1.0T-12V;Combustão;CVT-7;S;F;7,9;9,1;11,2;13;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;FIAT;ARGO;TREKKING 1.3;1.3-8V;Combustão;M-5;S;F;8,9;10,2;12,9;14,7;;;;;1,57;;A;C;-
Utilitário Esportivo Compacto;FIAT;ARGO;ENDUR 1.3 MT;1.3-8V;Combustão;M-5;S;F;8,9;10,2;12,9;14,7;;;;;1,57;;A;C;-
Utilitário Esportivo Compacto;FIAT;ARGO;TREKKING 1.3AT;1.3-8V;Combustão;CVT-7;S;F;9;10,3;12,8;14,3;;;;;1,58;;A;C;-
Utilitário Esportivo Compacto;FIAT;FASTBACK;TURBO 200;1.0T-12V;Combustão;CVT-7;S;F;8,5;10,1;12,1;14,3;;;;;1,65;;A;C;-
Utilitário Esportivo Compacto;FIAT;FASTBACK;AUDACE HYB;1.0T-12V;Híbrido;CVT-7;S;F;8,9;9,8;12,6;13,9;;;;;1,62;;A;C;-
Utilitário Esportivo Compacto;FIAT;FASTBACK;IMPETUS HY;1.0T-12V;Híbrido;CVT-7;S;F;8,9;9,8;12,6;13,9;;;;;1,62;;A;C;-
Utilitário Esportivo Compacto;FIAT;FASTBACK;ABARTH 270;1.3T-16V;Combustão;A-6;S;F;7,3;9,1;10,8;12,9;;;;;1,88;;D;C;-
Utilitário Esportivo Compacto;FIAT;FASTBACK;LIMITED ED;1.3T-16V;Combustão;A-6;S;F;7,8;9,8;11,3;13,6;;;;;1,76;;B;C;-
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVE MT;1.3-8V;Combustão;M-5;S;F;9;10,3;12,6;14,5;;;;;1,58;;A;C;-
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVE AT;1.3-8V;Combustão;CVT-7;S;F;8,9;10,5;13;14,7;;;;;1,56;;A;C;-
Utilitário Esportivo Compacto;FIAT;PULSE;AUDACE HYB;1.0T-12V;Híbrido;CVT-7;S;F;9,3;10,2;13,4;14,4;;;;;1,54;;A;C;-
Utilitário Esportivo Compacto;FIAT;PULSE;DRIVE TF 200;1.0T-12V;Combustão;CVT-7;S;F;8,6;10;12,3;14,4;;;;;1,63;;A;C;-
Utilitário Esportivo Compacto;FIAT;PULSE;IMPETUS HYB;1.0T-12V;Híbrido;CVT-7;S;F;9,3;10,2;13,4;14,4;;;;;1,54;;A;C;-
Utilitário Esportivo Compacto;FIAT;PULSE;ABARTH 270;1.3T-16V;Combustão;A-6;S;F;7,2;8,8;10,5;12,2;;;;;1,94;;D;C;-
Utilitário Esportivo Compacto;HONDA;WR-V;EX;1.5-16V;Combustão;CVT;S;F;8,2;8,9;12;12,8;;;;;1,76;;B;C;-
Utilitário Esportivo Compacto;HONDA;WR-V;EXL;1.5-16V;Combustão;CVT;S;F;8,2;8,9;12;12,8;;;;;1,76;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;Comfort;1.0-12V T;Combustão;A-6;S;F;8,4;9;12;12,7;;;;;1,74;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;Comfort Safety;1.0-12V T;Combustão;A-6;S;F;8,4;9;12;12,7;;;;;1,74;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;Limited;1.0-12V T;Combustão;A-6;S;F;8,4;9;12;12,7;;;;;1,74;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;Platinum;1.0-12V T;Combustão;A-6;S;F;8,4;9;12;12,7;;;;;1,74;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;N Line;1.0-12V T;Combustão;A-6;S;F;8,4;9;12;12,7;;;;;1,74;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;Ultimate;1.6-16V T;Combustão;DCT-7;S;F;8,3;9,1;11,8;13,4;;;;;1,73;;B;C;-
Utilitário Esportivo Compacto;Hyundai;CRETA;N-line;1.6-16V T;Combustão;DCT-7;S;F;8,2;9,4;11,7;13,8;;;;;1,72;;B;C;-
Utilitário Esportivo Compacto;JEEP;AVENGER;LIMITED HYB;1.0T-12V;Híbrido;CVT-7;S;F;8,8;9,4;12,7;13,5;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;JEEP;AVENGER;ALTIT HYB;1.0T-12V;Híbrido;CVT-7;S;F;8,8;9,4;12,7;13,5;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;JEEP;AVENGER;LONGT HYB;1.0T-12V;Híbrido;CVT-7;S;F;8,8;9,4;12,7;13,5;;;;;2,64;;A;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;ALTIT HYB;1.3T-16V;Híbrido;A-6;S;F;8,3;8,6;11,9;11,8;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;ALTIT T270;1.3T-16V;Combustão;A-6;S;F;7,8;8,9;11,1;12,4;;;;;1,84;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;ALTIT T270 (MY27);1.3T-16V;Combustão;A-6;S;F;7,6;8,6;10,9;12;;;;;1,9;;D;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;LGTD T270;1.3T-16V;Combustão;A-6;S;F;7,8;8,9;11,1;12,4;;;;;1,84;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;LONGIT HYB;1.3T-16V;Híbrido;A-6;S;F;8,3;8,6;11,9;11,8;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;SAHARA;1.3T-16V;Combustão;A-6;S;F;7,8;8,9;11,1;12,4;;;;;1,84;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;SAHARA HYB;1.3T-16V;Híbrido;A-6;S;F;8,3;8,6;11,9;11,8;;;;;1,8;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;SPORT FLEX (MY27);1.3T-16V;Combustão;A-6;S;F;7,6;8,6;10,9;12;;;;;1,9;;D;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;SPORT T270 (MY27);1.3T-16V;Combustão;A-6;S;F;7,6;8,6;10,9;12;;;;;1,9;;D;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;SPT T FLEX;1.3T-16V;Combustão;A-6;S;F;7,8;8,9;11,1;12,4;;;;;1,84;;C;C;-
Utilitário Esportivo Compacto;JEEP;RENEGADE;SPT TURBO;1.3T-16V;Combustão;A-6;S;F;7,8;8,9;11,1;12,4;;;;;1,84;;C;C;-
Utilitário Esportivo Compacto;NISSAN;Kicks;SENSE AT;1.0 12V;Combustão;DCT;S;F;8,3;9,9;11,7;14,3;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;NISSAN;Kicks;ADVANCE AT;1.0 12V;Combustão;DCT;S;F;8,3;9,9;11,7;14,3;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;NISSAN;Kicks;EXCLUSIV AT;1.0 12V;Combustão;DCT;S;F;8,3;9,9;11,7;14,3;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;NISSAN;Kicks;PLATINUM AT;1.0 12V;Combustão;DCT;S;F;8,3;9,9;11,7;14,3;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;NISSAN;Kait;SENSE;1.6-16V;Combustão;CVT;S;F;7,8;9,4;11,3;13,7;;;;;1,77;;C;C;-
Utilitário Esportivo Compacto;NISSAN;Kait;ADVANCE;1.6-16V;Combustão;CVT;S;F;7,8;9,4;11,3;13,7;;;;;1,77;;C;C;-
Utilitário Esportivo Compacto;NISSAN;Kait;ACTIVE CVT;1.6-16V;Combustão;CVT;S;F;7,8;9,4;11,3;13,7;;;;;1,77;;C;C;-
Utilitário Esportivo Compacto;NISSAN;Kait;ADV B CVT;1.6-16V;Combustão;CVT;S;F;7,8;9,4;11,3;13,7;;;;;1,77;;C;C;-
Utilitário Esportivo Compacto;PEUGEOT;2008;ACT T200;1.0T-12V;Combustão;CVT-7;S;F;8,5;9,8;12;14,1;;;;;1,66;;A;C;-
Utilitário Esportivo Compacto;PEUGEOT;2008;ALLU T200;1.0T-12V;Combustão;CVT-7;S;F;8,5;9,8;12;14,1;;;;;1,66;;A;C;-
Utilitário Esportivo Compacto;PEUGEOT;2008;GT T200;1.0T-12V;Combustão;CVT-7;S;F;8,5;9,8;12;14,1;;;;;1,66;;A;C;-
Utilitário Esportivo Compacto;PEUGEOT;2008;GT HYBRID;1.0T-12V;Híbrido;CVT-7;S;F;9;9,6;13;13,7;;;;;1,61;;A;C;-
Utilitário Esportivo Compacto;Renault;KWID;ZEN 2;1.0-12V;Combustão;M-5;S;F;10,4;10,7;14,4;15,4;;;;;1,41;;A;B;SIM
Utilitário Esportivo Compacto;Renault;KWID;INTENSE 2;1.0-12V;Combustão;M-5;S;F;10,4;10,7;14,4;15,4;;;;;1,41;;A;B;SIM
Utilitário Esportivo Compacto;Renault;KWID;OUTSIDER 2;1.0-12V;Combustão;M-5;S;F;10,4;10,7;14,4;15,4;;;;;1,41;;A;B;SIM
Utilitário Esportivo Compacto;Renault;KWID;INTENSE BITON;1.0-12V;Combustão;M-5;S;F;10,4;10,7;14,4;15,4;;;;;1,41;;A;B;SIM
Utilitário Esportivo Compacto;Renault;KWID;ICONIC 2;1.0-12V;Combustão;M-5;S;F;10,4;10,7;14,4;15,4;;;;;1,41;;A;B;SIM
Utilitário Esportivo Compacto;Renault;KWID;LIFE 2;1.0-12V;Combustão;M-5;S;F;10,4;10,7;14,4;15,4;;;;;1,41;;A;B;SIM
Utilitário Esportivo Compacto;Renault;KARDIAN;TECH AT;1.0 12V;Combustão;DCT-6;S;F;8,8;9,7;12,8;13,9;;;;;1,61;;A;C;-
Utilitário Esportivo Compacto;Renault;KARDIAN;ICO AT;1.0 12V;Combustão;DCT-6;S;F;8,8;9,8;12,2;13,8;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;Renault;KARDIAN;10T AT;1.0 12V;Combustão;DCT-6;S;F;8,8;9,8;12,2;13,8;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;Renault;KARDIAN;EVO AT;1.0 12V;Combustão;M-6;S;F;8,8;10,2;12,7;14,7;;;;;1,59;;A;C;-
Utilitário Esportivo Compacto;Renault;KARDIAN;EVO MT;1.0 12V;Combustão;M-6;S;F;8,8;10,2;12,7;14,7;;;;;1,59;;A;C;-
Utilitário Esportivo Compacto;TOYOTA;YARIS CROSS FLEX;XR FLEX;1.5-16V;Combustão;CVT;S;F;8,8;10,2;12,6;14,3;;;;;1,6;;A;C;-
Utilitário Esportivo Compacto;TOYOTA;YARIS CROSS FLEX;XRE FLEX;1.5-16V;Combustão;CVT;S;F;8,8;10,2;12,6;14,3;;;;;1,6;;A;C;-
Utilitário Esportivo Compacto;TOYOTA;YARIS CROSS FLEX;XRX FLEX;1.5-16V;Combustão;CVT;S;F;8,8;10,2;12,6;14,3;;;;;1,6;;A;C;-
Utilitário Esportivo Compacto;TOYOTA;YARIS CROSS;XRX-HYBRID;1.5-16V;Híbrido;CVT;S;F;13,2;10,7;17,9;15,3;;;;;1,23;;A;B;SIM
Utilitário Esportivo Compacto;TOYOTA;YARIS CROSS;XRE-HYBRID;1.5-16V;Híbrido;CVT;S;F;13,2;10,7;17,9;15,3;;;;;1,23;;A;B;SIM
Utilitário Esportivo Compacto;VW;T CROSS;HIGHLINE 250TSI;1.4 - 16V;Combustão;A - 6;S;F;8,2;9,9;11,8;14,2;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;VW;T CROSS;COMA AFU UOT TRO OTM MLÁIANT TEI I C C 2O O00TSI;1.0-12V;Combustão;A - 6;S;F;8,5;10,2;12,1;14,5;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;VW;T CROSS;COMAFUOTROTMLIANTEIC 2O00TSI;1.0-12V;Combustão;A - 8;S;F;8,7;10,2;12,5;14,3;;;;;1,61;;A;C;-
Utilitário Esportivo Compacto;VW;T CROSS;200TSI AUTOMATICO;1.0-12V;Combustão;A - 6;S;F;8,5;10,2;12,1;14,5;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;VW;T CROSS;200TSI AUTOMATICO;1.0-12V;Combustão;A - 8;S;F;8,7;10,2;12,5;14,3;;;;;1,61;;A;C;-
Utilitário Esportivo Compacto;VW;T CROSS;SENSE 200TSI AUTOMATICO;1.0-12V;Combustão;A - 6;S;F;8,5;10,2;12,1;14,5;;;;;1,64;;A;C;-
Utilitário Esportivo Compacto;VW;T CROSS;SENSE 200TSI AUTOMATICO;1.0-12V;Combustão;A - 8;S;F;8,9;10,4;12,9;14,9;;;;;1,56;;A;C;-
Utilitário Esportivo Compacto;VW;NIVUS;HIGHLINE 200TSI;1.0-12V;Combustão;A - 6;S;F;8,6;10,3;12,4;14,8;;;;;1,61;;A;C;-
Utilitário Esportivo Compacto;VW;NIVUS;COMAFUOTROTMLÁINTEIC 2O00TSI;1.0-12V;Combustão;A - 6;S;F;8,6;10,3;12,4;14,8;;;;;1,61;;A;C;-
Utilitário Esportivo Compacto;VW;T CROSS;EXATURTEOMMEÁ T25IC0OTSI;1.4 - 16V;Combustão;A - 6;S;F;8,2;9,9;11,8;14,2;;;;;1,69;;B;C;-
Utilitário Esportivo Compacto;VW;NIVUS;GTS 1A.4UTTSOI AMUÁTTOICMOÁTICO;1.4-16V;Combustão;A - 6;S;F;8,1;9,9;11,6;14,2;;;;;1,7;;B;C;-
Utilitário Esportivo Compacto;VW;TERA;COMFORT TSI;1.0-12V;Combustão;A - 6;S;F;8,6;10,3;12,2;14,5;;;;;1,62;;A;C;-
Utilitário Esportivo Compacto;VW;TERA;HIGH TSI;1.0-12V;Combustão;A - 6;S;F;8,6;10,3;12,2;14,5;;;;;1,62;;A;C;-
Utilitário Esportivo Compacto;VW;TERA;TSI;1.0-12V;Combustão;M - 5;S;F;9;10,3;12,9;15;;;;;1,56;;A;C;-
Utilitário Esportivo Compacto 4x4;VOLVO;EX30;CROSSC PLUS;Elétrico;Elétrico;A-1;S;E;;;;;37,8;31,8;;;0,58;333;A;A;-
Utilitário Esportivo Compacto 4x4;VOLVO;EX30;C COUNTRY;Elétrico;Elétrico;A-1;S;E;;;;;37,3;33,4;;;0,57;327;A;A;-
Utilitário Esportivo Grande;BMW;X1;S20i X Line;2.0 - 16V;Combustão;A-7;S;G;;;10,3;13,5;;;;;1,9;;B;C;-
Utilitário Esportivo Grande;BMW;X1;S20i X Line;2.0 - 16V;Combustão;A-7;S;G;;;10,3;13,5;;;;;1,9;;B;C;-
Utilitário Esportivo Grande;BMW;X1;S20i M Sport;2.0 - 16V;Combustão;A-7;S;G;;;10,2;13,2;;;;;1,91;;B;C;-
Utilitário Esportivo Grande;BMW;X1;S20i M Sport;2.0 - 16V;Combustão;A-7;S;G;;;10,2;13,2;;;;;1,91;;B;C;-
Utilitário Esportivo Grande;BMW;X1;S20i GP;2.0 - 16V;Combustão;A-7;S;G;;;10,3;13,5;;;;;1,9;;B;C;-
Utilitário Esportivo Grande;BMW;X1;S20i GP;2.0 - 16V;Combustão;A-7;S;G;;;10,3;13,5;;;;;1,9;;B;C;-
Utilitário Esportivo Grande;BMW;X2;xDrive20i MSP;2.0 - 16V;Combustão;A-7;S;G;;;9,9;13,1;;;;;1,97;;C;C;-
Utilitário Esportivo Grande;BYD;YUAN PLUS;GL310 EV;Elétrico;Elétrico;N.A.;S;E;;;;;39,8;33,1;;;0,56;294;A;A;-
Utilitário Esportivo Grande;BYD;YUAN PLUS;GS310 EV;Elétrico;Elétrico;N.A.;S;E;;;;;39,8;33,1;;;0,56;294;A;A;-
Utilitário Esportivo Grande;CAOA CHANGAN;Uni-T;INFINITY (LEV4);1.5 - 16V;Combustão;DCT-7;S;F;7,1;8,6;10,5;12,4;;;;;1,95;;C;C;-
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 7;PRO 16TA;1.6T - 16V;Combustão;DCT-7;S;G;;;10,5;13,3;;;;;1,88;;B;C;-
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 7;PRO HA;1.5T -16V;Híbrido;CVT;S;F;7,8;8,3;11,1;11,6;;;;;1,9;;B;C;-
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 7;SPORT;1.5T -16V;Combustão;CVT 9;S;F;6,7;8,6;10,4;12,6;;;;;1,99;;C;C;-
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 8;16TA;1.6T - 16V;Combustão;DCT-7;S;G;;;10;12,5;;;;;1,99;;C;C;-
Utilitário Esportivo Grande;CAOA CHERY;TIGGO 8;PHEV;1.5T - 16V;Plug-in;DHT;S;G;;;11,8;11,3;33,6;27,7;;;0,66;56;A;A;SIM
Utilitário Esportivo Grande;GAC;GS3;ELITE;1.5-16V;Combustão;DCT-7;S;G;;;10,2;11,6;;;;;2,02;;D;C;-
Utilitário Esportivo Grande;GAC;GS3;ELITE PLUS;1.5-16V;Combustão;DCT-7;S;G;;;10,2;11,6;;;;;2,02;;D;C;-
Utilitário Esportivo Grande;GAC;GS4;PREMIUM;2.0-16V;Híbrido;DHT-2;S;G;;;14,1;11,8;;;;;1,64;;A;C;-
Utilitário Esportivo Grande;GAC;GS4;ELITE;2.0-16V;Híbrido;DHT-2;S;G;;;14,1;11,8;;;;;1,64;;A;C;-
Utilitário Esportivo Grande;GWM;WEY;07;1.5 - 16V;Plug-in;A-4;S;G;;;10,8;9,1;25,9;22,8;;;0,83;128;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;HEV ONE (MY26);1.5-16V;Híbrido;DHT - 2;S;G;;;14,7;11,4;;;;;1,63;;A;C;-
Utilitário Esportivo Grande;GWM;HAVAL H6;HEV2 (MY26);1.5-16V;Híbrido;DHT - 2;S;G;;;14,7;11,4;;;;;1,63;;A;C;-
Utilitário Esportivo Grande;GWM;HAVAL H6;PHEV19 (MY26);1.5-16V;Plug-in;DHT - 2;S;G;;;13,5;11,9;35;28,5;;;0,64;73;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;PHEV35 (MY26);1.5-16V;Plug-in;DHT - 2;S;G;;;12;10,9;29,3;25,3;;;0,74;119;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;GT (MY26);1.5-16V;Plug-in;DHT - 2;S;G;;;12,6;10,5;30,1;24,9;;;0,74;119;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;HEV ESP;1.5-16V;Híbrido;DHT - 2;S;G;;;14,7;11,4;;;;;1,63;;A;C;-
Utilitário Esportivo Grande;GWM;HAVAL H6;PHEV19 FF;1.5 - 16V;Plug-in;DHT - 2;S;F;10;8,9;14,7;12,9;37,7;30,6;25,8;21;0,6;77;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;PHEV35 FF;1.5 - 16V;Plug-in;DHT-4;S;F;9,2;7,4;12,5;10,7;30,7;26,1;22,8;18,1;0,7;126;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;GT FF;1.5 - 16V;Plug-in;DHT-4;S;F;9,2;7,4;12,5;10,7;30,7;26,1;22,8;18,1;0,7;126;A;A;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;HEV1 FLEX;1.5-16V;Híbrido;DHT-1A - 2;S;F;10,2;9;15,8;13;;;7,7;6,9;1,49;;A;B;SIM
Utilitário Esportivo Grande;GWM;HAVAL H6;HEV2 FLEX;1.5-16V;Híbrido;DHT-1A - 2;S;F;10,2;9;15,8;13;;;7,7;6,9;1,49;;A;B;SIM
Utilitário Esportivo Grande;GWM;WEY;07 DARK ED.;1.5 - 16V;Plug-in;DHT-4;S;G;;;10,8;9,1;25,9;22,8;;;0,83;128;A;A;SIM
Utilitário Esportivo Grande;HONDA;CR-V;TOURING;2.0-16V;Híbrido;CVT;S;G;;;14,1;11,8;;;;;1,65;;A;C;-
Utilitário Esportivo Grande;JEEP;COMMANDER;LIM 7 270;1.3T-16V;Combustão;A-6;S;F;6,9;8,3;10;11,5;;;;;2,05;;D;C;-
Utilitário Esportivo Grande;JEEP;COMMANDER;LON 7 270;1.3T-16V;Combustão;A-6;S;F;6,9;8,3;10;11,5;;;;;2,05;;D;C;-
Utilitário Esportivo Grande;JEEP;COMMANDER;OVE 7 270;1.3T-16V;Combustão;A-6;S;F;6,9;8,3;10;11,5;;;;;2,05;;D;C;-
Utilitário Esportivo Grande;JEEP;COMMANDER;LMTD HYB;1.3T-16V;Híbrido;A-6;S;F;7,6;8,1;11;11,2;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;JEEP;COMMANDER;OVER HYB;1.3T-16V;Híbrido;A-6;S;F;7,6;8,1;11;11,2;;;;;1,94;;C;C;-
Utilitário Esportivo Grande;JEEP;COMPASS;LIMITED T;1.3T-16V;Combustão;A-6;S;F;7,3;8,6;10,1;12,1;;;;;1,97;;C;C;-
Utilitário Esportivo Grande;JEEP;COMPASS;LONGITUDE T;1.3T-16V;Combustão;A-6;S;F;7,3;8,6;10,1;12,1;;;;;1,97;;C;C;-
Utilitário Esportivo Grande;JEEP;COMPASS;SERIE S T;1.3T-16V;Combustão;A-6;S;F;7,3;8,6;10,1;12,1;;;;;1,97;;C;C;-
Utilitário Esportivo Grande;JEEP;COMPASS;SPORT T;1.3T-16V;Combustão;A-6;S;F;7,3;8,6;10,1;12,1;;;;;1,97;;C;C;-
Utilitário Esportivo Grande;JETOUR;T1 I-DM;ADVANCE;1.5-16V;Plug-in;A-1;S;G;;;13,6;12,2;34,7;26,8;;;0,66;88;A;A;SIM
Utilitário Esportivo Grande;JETOUR;T1 I-DM;PREMIUM;1.5-16V;Plug-in;A-1;S;G;;;13,6;12,2;34,7;26,8;;;0,66;88;A;A;SIM
Utilitário Esportivo Grande;JETOUR;T2 I-DM;ADVANCE;1.5-16V;Plug-in;A-1;S;G;;;11,4;10,5;27,6;23,4;;;0,8;75;A;A;SIM
Utilitário Esportivo Grande;JETOUR;T2 I-DM;PREMIUM;1.5-16V;Plug-in;A-1;S;G;;;11,4;10,5;27,6;23,4;;;0,8;75;A;A;SIM
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV EX;1.6 - 16V;Híbrido;DCT-7;S;G;;;12,5;13,2;;;;;1,68;;A;C;-
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV LX;1.6 - 16V;Híbrido;DCT-7;S;G;;;12,5;13,2;;;;;1,68;;A;C;-
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV SX;1.6 - 16V;Híbrido;DCT-7;S;G;;;12,5;13,2;;;;;1,68;;A;C;-
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV GT;1.6 - 16V;Híbrido;DCT-7;S;G;;;12,5;13,2;;;;;1,68;;A;C;-
Utilitário Esportivo Grande;KIA;SPORTAGE;TMHEV EXP;1.6 - 16V;Híbrido;DCT-7;S;G;;;12,5;13,2;;;;;1,68;;A;C;-
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;RUSH;1.5T-16V;Combustão;CVT;S;G;;;10,3;11,3;;;;;2,03;;D;C;-
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;HPE;1.5T-16V;Combustão;CVT;S;G;;;10,3;11,3;;;;;2,03;;D;C;-
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;HPE BLACK;1.5T-16V;Combustão;CVT;S;G;;;10,3;11,3;;;;;2,03;;D;C;-
Utilitário Esportivo Grande;Mitsubishi;Eclipse Cross;HPE-S;1.5T-16V;Combustão;CVT;S;G;;;10,3;11,3;;;;;2,03;;D;C;-
Utilitário Esportivo Grande;Renault;DUSTER;DUSTER ICO16 CVT;1.6-16V;Combustão;CVT;S;F;7,5;8,3;10,8;11,4;;;;;1,94;;C;C;-
