origin_id;origin_hospital;origin_bairro;origin_latitude;origin_longitude;destination_id;destination_hospital;destination_bairro;destination_latitude;destination_longitude;distance_meters;distance_km;duration_seconds;duration_minutes;status;error_message
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;-23.4869816;-46.7239346;21260;21.26;1963;32.72;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;-23.5930526;-46.5607618;9520;9.52;999;16.66;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;-23.5947358;-46.4867109;18710;18.71;1920;32.0;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;-23.584203;-46.6116295;4130;4.13;461;7.69;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;-23.4849783;-46.6314355;13890;13.89;1586;26.44;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;-23.4924231;-46.3889814;41420;41.42;2738;45.64;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;-23.5321357;-46.4472128;25470;25.47;2517;41.96;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;-23.691152;-46.5848155;16320;16.32;1295;21.6;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;-23.5359031;-46.5887061;12060;12.06;1324;22.07;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;0;0.0;0;0.0;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;4880;4.88;572;9.54;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;8490;8.49;987;16.46;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;-23.56022;-46.6469982;4750;4.75;617;10.3;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;-23.4802096;-46.6709709;17330;17.33;1835;30.59;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;-23.5523813;-46.4053829;30920;30.92;2956;49.27;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;-23.5329502;-46.5664411;13980;13.98;1527;25.47;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;-23.4973179;-46.439865;34830;34.83;2424;40.41;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;-23.5424212;-46.5015398;19290;19.29;1976;32.94;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;-23.6533422;-46.6456764;7140;7.14;901;15.02;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;-23.4436996;-46.7177512;25520;25.52;2229;37.16;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;-23.499644;-46.4729162;27370;27.37;2471;41.2;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;-23.5875541;-46.5145716;15280;15.28;1544;25.74;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;-23.5717374;-46.590166;7980;7.98;810;13.52;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;-23.551918;-46.5852143;11270;11.27;1172;19.54;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;-23.6555597;-46.7058596;12000;12.0;1334;22.23;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;-23.611336;-46.493671;18490;18.49;1832;30.55;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;-23.4934229;-46.7008274;18860;18.86;1691;28.2;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;-23.5673424;-46.639071;3930;3.93;525;8.76;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;-23.6490957;-46.7490028;16250;16.25;1541;25.7;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;-23.5085713;-46.6201015;11420;11.42;1309;21.83;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;-23.522085;-46.5617446;19090;19.09;1681;28.02;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;50;CENTRO MEDICO PMESP;TREMEMBE;-23.4690239;-46.6188727;16470;16.47;1873;31.22;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;-23.5833632;-46.4092773;29880;29.88;2838;47.3;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;-23.6322694;-46.7351129;14070;14.07;1406;23.45;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;-23.5561305;-46.6681716;8140;8.14;965;16.09;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;56;HOSP MUN SOROCABANA;VILA ROMANA;-23.5238763;-46.7013591;13400;13.4;1506;25.1;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;-23.6470652;-46.662824;7860;7.86;957;15.96;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;-23.7296842;-46.7129995;21140;21.14;2232;37.21;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;-23.8247733;-46.7266429;34200;34.2;3102;51.71;ok;
23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;-23.5375934;-46.7227993;13700;13.7;1534;25.57;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;-23.5573928;-46.6562429;6610;6.61;713;11.89;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;-23.476544;-46.6980006;18880;18.88;1663;27.72;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;-23.6911689;-46.7517858;26650;26.65;2414;40.25;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;-23.5470783;-46.6812257;9750;9.75;1063;17.73;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;-23.5966175;-46.6539691;7800;7.8;828;13.81;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;-23.7069613;-46.7021968;20790;20.79;2216;36.93;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;17910;17.91;1946;32.44;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;5340;5.34;529;8.83;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;13470;13.47;1497;24.95;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;-23.5777487;-46.764842;20800;20.8;1919;32.0;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;-23.5649058;-46.7409515;18290;18.29;2002;33.38;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;-23.4869816;-46.7239346;19080;19.08;1689;28.16;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;-23.5930526;-46.5607618;7450;7.45;786;13.11;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;-23.5947358;-46.4867109;16590;16.59;1694;28.24;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;-23.584203;-46.6116295;1780;1.78;215;3.58;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;-23.4849783;-46.6314355;11680;11.68;1307;21.78;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;19;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;ITAIM PAULISTA;-23.4924231;-46.3889814;35140;35.14;2425;40.43;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;20;HOSP MUN PROF DR WALDOMIRO DE PAULA;ITAQUERA;-23.5321357;-46.4472128;21360;21.36;2191;36.53;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;21;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;PARQUE DAS NACOES;-23.691152;-46.5848155;17740;17.74;1356;22.61;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;22;HOSPITAL E MATERNIDADE LEONOR MENDES DE BARROS SAO PAULO;BELENZINHO;-23.5359031;-46.5887061;7140;7.14;861;14.36;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;23;CENTRO DE REFERENCIA E TREINAMENTO DST AIDS SAO PAULO;VILA MARIANA;-23.5966194;-46.6358133;6020;6.02;668;11.15;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;0;0.0;0;0.0;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;6490;6.49;715;11.93;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;26;HOSP MUN INFANTIL MENINO JESUS;BELA VISTA;-23.56022;-46.6469982;6070;6.07;700;11.67;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;28;HOSP MUN MAT ESC DR MARIO DE MORAES A SILVA;VILA NOVA CACHOEIRIN;-23.4802096;-46.6709709;15150;15.15;1561;26.03;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;29;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;JARDIM SAO PAULO;-23.5523813;-46.4053829;28080;28.08;2709;45.17;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;30;HOSP MUN DR CARMINO CARICCHIO;TATUAPE;-23.5329502;-46.5664411;9050;9.05;1065;17.76;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;31;HOSP MUN TIDE SETUBAL;SAO MIGUEL PAULISTA;-23.4973179;-46.439865;28540;28.54;2111;35.2;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;32;HOSP MUN V NHOCUNE ALEXANDRE ZAIO;VILA NHOCUNE;-23.5424212;-46.5015398;15770;15.77;1670;27.84;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;33;HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA;JABAQUARA;-23.6533422;-46.6456764;11390;11.39;1207;20.13;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;34;HOSPITAL KATIA DE SOUZA RODRIGUES TAIPASSP SAO PAULO;PARADA DE TAIPAS;-23.4436996;-46.7177512;23340;23.34;1955;32.6;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;35;HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO;VILA PARANAGUA;-23.499644;-46.4729162;21080;21.08;2159;35.98;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;36;HOSPITAL MUNICIPAL DR BENEDITO MONTENEGRO;JARDIM IVA;-23.5875541;-46.5145716;13170;13.17;1318;21.98;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;37;HOSP MUN IGNACIO PROENCA DE GOUVEA;PARQUE DA MOOCA;-23.5717374;-46.590166;3740;3.74;412;6.87;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;38;HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO;AGUA RASA;-23.551918;-46.5852143;6870;6.87;735;12.26;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;40;HOSPITAL REGIONAL SUL SAO PAULO;SANTO AMARO;-23.6555597;-46.7058596;16930;16.93;1774;29.58;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;42;HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO;JARDIM SAPOPEMBA;-23.611336;-46.493671;16379;16.38;1606;26.78;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;43;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;JARDIM IRACEMA;-23.4934229;-46.7008274;16690;16.69;1418;23.64;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;46;HOSP DO SERV PUB MUNICIPAL HSPM;LIBERDADE;-23.5673424;-46.639071;3950;3.95;530;8.85;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;47;HOSP MUN FERNANDO MAURO PIRES DA ROCHA;CAMPO LIMPO;-23.6490957;-46.7490028;21640;21.64;1960;32.67;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;48;CENTRO HOSPITALAR DO SISTEMA PENITENCIARIO SAO PAULO;CARANDIRU;-23.5085713;-46.6201015;8740;8.74;991;16.53;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;49;HOSP MUN VER JOSE STOROPOLLI;PARQUE NOVO MUNDO;-23.522085;-46.5617446;12810;12.81;1368;22.8;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;50;CENTRO MEDICO PMESP;TREMEMBE;-23.4690239;-46.6188727;13590;13.59;1576;26.27;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;51;HOSP MUN CARMEN PRUDENTE;CIDADE TIRADENTES;-23.5833632;-46.4092773;27760;27.76;2612;43.54;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;53;INSTITUTO DE REABILITACAO LUCY MONTORO;VILA ANDRADE;-23.6322694;-46.7351129;19460;19.46;1825;30.42;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;55;INSTITUTO DO CANCER DO ESTADO DE SAO PAULO;CERQUEIRA CESAR;-23.5561305;-46.6681716;9470;9.47;1047;17.46;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;56;HOSP MUN SOROCABANA;VILA ROMANA;-23.5238763;-46.7013591;12590;12.59;1347;22.45;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;57;HOSP MUN GILSON DE CASSIA MARQUES DE CARVALHO;VILA MASCOTE;-23.6470652;-46.662824;12300;12.3;1336;22.28;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;58;HOSP MUN CAPELA DO SOCORRO;JARDIM DAS IMBUIAS;-23.7296842;-46.7129995;24240;24.24;2634;43.91;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;59;HOSP MUN JOSANIAS CASTANHA BRAGA;JARDIM ROSCHEL;-23.8247733;-46.7266429;37310;37.31;3504;58.41;ok;
24;HOSPITAL MILITAR DE AREA DE SAO PAULO;CAMBUCI;-23.5696701;-46.6134492;233;HOSP MUN SOROCABANA;ALTO DE PINHEIROS;-23.5375934;-46.7227993;15470;15.47;1705;28.43;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;1;HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES;CONSOLACAO;-23.5573928;-46.6562429;4190;4.19;610;10.17;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;2;HOSPITAL MUNICIPAL BRASILANDIA;JARDIM MARISTELA;-23.476544;-46.6980006;12400;12.4;1136;18.94;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;3;HOSPITAL MUNICIPAL GUARAPIRANGA;RIVIERA PAULISTA;-23.6911689;-46.7517858;25350;25.35;2268;37.82;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;4;INSTITUTO DE INFECTOLOGIA EMILIO RIBAS;SUMARE;-23.5470783;-46.6812257;6210;6.21;714;11.9;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;5;HOSPITAL DO SERV PUB EST FCO MORATO DE OLIVEIRA SAO PAULO;IBIRAPUERA;-23.5966175;-46.6539691;8460;8.46;951;15.86;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;6;HOSPITAL MATERNIDADE INTERLAGOS;JD LEBLON;-23.7069613;-46.7021968;23690;23.69;2394;39.91;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;7;HOSPITAL GERAL DE PEDREIRA;VILA CAMPO GRANDE;-23.6808407;-46.6783317;20200;20.2;2128;35.47;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;8;HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I;V HELIOPOLIS;-23.607115;-46.595253;11890;11.89;1250;20.85;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;10;HOSPITAL INFANTIL DARCY VARGAS UGA III SAO PAULO;JARDIM GUEDALA;-23.5929419;-46.7109151;12080;12.08;1367;22.8;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;11;HOSP MUN MATERNIDADE PROFESSOR MARIO DEGNI;VILA ANTONIO;-23.5777487;-46.764842;21720;21.72;1598;26.63;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;12;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;BUTANTA;-23.5649058;-46.7409515;19790;19.79;1498;24.97;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;13;CAISM PHILIPPE PINEL SAO PAULO;PIRITUBA;-23.4869816;-46.7239346;12600;12.6;1162;19.38;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;14;HOSPITAL GERAL HENRIQUE ALTIMEYER DE VILA ALPINA;VILA ALPINA;-23.5930526;-46.5607618;16570;16.57;1427;23.8;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;16;HOSPITAL GERAL DE SAO MATEUS SAO PAULO;SAO MATEUS;-23.5947358;-46.4867109;22950;22.95;1862;31.03;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;17;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;IPIRANGA;-23.584203;-46.6116295;8660;8.66;977;16.3;ok;
25;CENTRO DE REFERENCIA DA SAUDE DA MULHER;CAMPOS ELISEOS;-23.5343002;-46.6437496;18;CONJUNTO HOSPITALAR DO MANDAQUI SAO PAULO;SANTANA;-23.4849783;-46.6314355;8020;8.02;851;14.2;ok;
